"[Code]|[ETSNGClass]|[ETSNGID]|[GNG2004]|[MVN]|[Name]" 
215224|3|873|38111900|50|Многофункциональная добавка на основе этанола
221009|2|874|99999900|50|Мазут нефтяной и каменноугольный
221013|2|875|27440000|50|Мазут для мартеновских печей (МП)
221028|2|876|27430000|50|Мазут мягчитель
221032|2|877|27440000|50|Мазут нефтяной,не поименованный в алфавите
221047|2|878|27430000|50|Мазут прямой гонки
221051|2|879|27440000|50|Мазут смазочный
221066|2|880|27440000|50|Мазут топочный
221070|2|881|27440000|50|Мазут флотский
221085|2|882|27440000|50|Мазут каменноугольный
221102|2|883|27139000|50|Остатки нефтяные тяжелые
221117|2|884|27440000|50|Топливо технологическое Э-4
221136|2|885|27440000|50|Топливо нефтяное
222001|2|886|99999900|50|Битум и гудрон нефтяные и каменноугольные
222016|2|887|27150000|50|Битум каменноугольный
222020|2|888|27132000|50|Битум нефтяной для изоляции нефтегазопроводов
222035|2|889|27132000|50|Битум нефтяной щелочной (рубракс)
222048|2|890|27132000|50|Битумы вязкие
222054|2|891|27132000|50|Битумы жидкие
222069|2|892|27132000|50|Битумы нефтяные строительные твердых марок
222073|2|893|27132000|50|Битумы нефтяные,не поименованные в алфавите
222088|2|894|27060000|50|Гудрон каменноугольный
222092|2|895|27139000|50|Гудрон нефтяной
222105|2|896|27131100|50|Кокс нефтяной
222114|2|897|27150000|50|Мастика битумная противошумная БПМ-1
222124|2|898|27150000|50|Нефтесвязующее для брикетирования угля
222139|2|899|27132000|50|Полугудроны
223004|2|900|27140000|50|Асфальт,битум и гудрон природные
223019|2|901|27149000|50|Асфальт природный
223023|2|902|27149000|50|Асфальтит (асфальт)
223038|2|903|27149000|50|Битум природний
223042|2|904|27149000|50|Гудрон асфальтовый
223057|2|905|27141000|50|Камень битуминозный (битумен)
224007|3|906|99999900|50|Озокерит природный и продукция восковая
224011|3|907|27129039|50|Воск буроугольный
224026|3|908|27129031|50|Воск защитный ЗВ-1
224030|3|909|27129031|50|Воск нефтяной
224045|3|910|34049000|50|Воск синтетический
224053|3|911|27129099|50|Замазка вакуумная
224064|3|912|27129000|50|Озокерит
224079|3|913|27122000|50|Парафины нефтяные жидкие
224083|3|914|27122000|50|Парафины нефтяные твердые
224098|3|915|27122000|50|Парафины,не поименованные в алфавите
224100|3|916|27122090|50|Петролатум
224115|3|917|27129031|50|Пробка церезино-парафинистая
224120|3|918|27129031|50|Составы и сплавы восковые
224134|3|919|27129031|50|Церезин петролатумный неочищенный
224149|3|920|27129039|50|Церезины,не поименованные в алфавите
225006|3|921|99999900|50|Прочие нефтепродукты темные
225014|3|922|29163900|50|Асидол-деэмульгатор
225029|3|923|27150000|50|Брикетин
225033|3|924|38242000|50|Асидол-мылонафт
225048|3|925|27120000|50|Гач дистиллятный
225052|3|926|27139000|50|Депрессатор-азнии
225067|3|927|27139000|50|Дистилляты нефтяные пековые
225071|3|928|27139000|50|Контакт черный
225086|3|929|38241000|50|Крепители литейные,нефтяные,стержневые
225090|3|930|38241000|50|Крепители стержневые КО,УСК-1
225103|3|931|32041900|50|Лакойль
225118|3|932|34029000|50|Мылонафт
225137|3|933|27139000|50|Нефтепродукты темные,не поименованные в алфавите
225141|3|934|27139090|50|Остатки кубовые ректификации бензола
225156|3|935|27139090|50|Отходы кислотные и щелочные нефтяные
225160|3|936|38112100|50|Отходы масляного и пиролизного производства
225175|3|937|27132000|50|Пек жидкий
225182|3|938|27132000|50|Пек нефтяной
225194|3|939|27139000|50|Пирополимеры
225207|3|940|38112100|50|Присадки к минеральным маслам
225211|3|941|38112100|50|Присадки различного назначения
225230|3|942|27139090|50|Смеси отработанных нефтепродуктов (группа СНО)
225245|3|943|39111000|50|Смола алкилбензольная
225259|3|944|39111000|50|Смола пиролизная тяжелая
225264|3|945|39111000|50|Смола пиролизная,не поименованная в алфавите
225279|3|946|39111000|50|Смола полиалкилбензольная
225283|3|947|39111000|50|Смолы нефтяные,не поименованные в алфавите
225298|3|948|39111000|50|Смолы нефтяные,тяжелые,температура вспышки выше 61С,но ниже 90 С
225300|3|949|27139000|50|Сырье нефтяное для производства технического углерода
225315|3|950|27139000|50|Топливо для мартеновских печей
225325|3|951|27139090|50|Экстранол
226002|1|952|99999900|26|Газы энергетические (углеводородные сжиженные)
226017|1|953|27112900|26|Бензин нестабильный газовый
226021|1|954|27112900|26|Бензин стабильный газовый (газолин)
226040|1|955|27111300|26|Бутан или бутана смеси
226055|1|956|27112900|26|Винил
226069|1|957|27090010|26|Дистилляты газового конденсата
226074|1|958|27111900|26|Газы углеводородные сжиженные,не поименованные в алфавите
226093|1|959|27111300|26|Изобутан или изобутана смеси
226106|1|960|27090010|26|Конденсат газовый (конденсат из природного газа)
226110|1|961|27112100|26|Метан сжатый или газы природные сжатые с высоким содержанием метана
226125|1|962|27111200|26|Пропан
226144|1|963|27111200|26|Рефлюксы
226159|1|964|27111200|26|Смесь пропан-бутадиеновая
226163|1|965|27111300|26|Фракция бутан-бутиленовая
226178|1|966|27111400|26|Фракция бутилен-амиленовая
226182|1|967|27111400|26|Фракция бутилен-бутадиеновая
226197|1|968|27111400|26|Фракция бутилен-изобутиленовая
226201|1|969|27111400|26|Фракция бутиленовая
226214|1|970|27112900|26|Фракция изоамиленовая
226229|1|971|27111400|26|Фракция изобутиленовая
226233|1|972|27112900|26|Фракция пентаизопренциклопентадиеновая
226248|1|973|27112900|26|Фракция пипериленовая
226252|1|974|27112900|26|Фракция полиалкилбензолов
226267|1|975|27111200|26|Фракция пропан-бутановая
226271|1|976|27111200|26|Фракция пропан-пропиленовая
226286|1|977|27111400|26|Фракция пропиленовая
226290|1|978|27112900|26|Фракция широкая легких углеводородов (ШФЛУ)
226303|1|979|27112900|26|Этан
231000|1|980|25309000|кр, пв-г/п, пл-46|Земля,песок,глина строительные
231015|1|981|25084000|кр, пв-г/п, пл-46|Глина,не поименованная в алфавите
231024|1|982|25309098|кр, пв-г/п, пл-46|Грунт (земля обыкновенная)
231034|1|983|25309098|кр, пв-г/п, пл-46|Дерн
231049|1|984|25309098|кр, пв-г/п, пл-46|Ил
231053|1|985|25309098|кр, пв-г/п, пл-46|Крошка известковая
231068|1|986|25309000|кр, пв-г/п, пл-46|Мусор построечный
231072|1|987|25059000|кр, пв-г/п, пл-46|Песок строительный
231087|1|988|25309098|кр, пв-г/п, пл-46|Ракушка морская и речная
231091|1|989|25309098|кр, пв-г/п, пл-46|Ракушка,не поименованная в алфавите
231104|1|990|25309098|кр, пв-г/п, пл-46|Сапонат (кил)
231119|1|991|25309098|кр, пв-г/п, пл-46|Смесь горных пород с асбестовыми отходами
231123|1|992|25174900|кр, пв-г/п, пл-46|Смесь песчано-гравийная
231138|1|993|25309098|кр, пв-г/п, пл-46|Терезит
231142|1|994|25309000|кр, пв-г/п, пл-46|Пыль инертная
232003|1|995|25309000|кр, пв-г/п, пл-46|Камни природные строительные и поделочные. туф
232018|1|996|25309098|кр, пв-г/п, пл-46|Агальматолит
232022|1|997|25309098|кр, пв-г/п, пл-46|Аглопорит
232037|1|998|25309098|кр, пв-г/п, пл-46|Арагонит
232041|1|999|25169000|кр, пв-г/п, пл-46|Базальт
232056|1|1000|25169000|кр, пв-г/п, пл-46|Габбро
232060|1|1001|25171010|кр, пв-г/п, пл-46|Галька
232075|1|1002|25169000|кр, пв-г/п, пл-46|Гнейс
232087|1|1003|25171010|кр, пв-г/п, пл-46|Гравий
232094|1|1004|25161100|кр, пв-г/п, пл-46|Гранит
232107|1|1005|25169000|кр, пв-г/п, пл-46|Диабаз
232111|1|1006|25169000|кр, пв-г/п, пл-46|Диорит
232126|1|1007|25171000|кр, пв-г/п, пл-46|Заполнитель из естественного камня
232130|1|1008|25152000|кр, пв-г/п, пл-46|Известняк (камень известняковый) строительный
232145|1|1009|25169000|кр, пв-г/п, пл-46|Камень булыжный (булыжник)
232153|1|1010|25151100|кр, пв-г/п, пл-46|Камень бутовый (бут)
232164|1|1011|25169000|кр, пв-г/п, пл-46|Камень строительный,не поименованный в алфавите
232179|1|1012|25261000|кр, пв-г/п, пл-46|Камень тальковый (тальк в кусках)
232183|1|1013|25085000|кр, пв-г/п, пл-46|Кианит (минерал)
232198|1|1014|25169000|кр, пв-г/п, пл-46|Колеманит
232200|1|1015|25151100|кр, пв-г/п, пл-46|Мрамор в кусках и глыбах
232215|1|1016|25174100|кр, пв-г/п, пл-46|Мрамор молотый
232220|1|1017|25174900|кр, пв-г/п, пл-46|Мука (порошок) андезитовая
232234|1|1018|25140000|кр, пв-г/п, пл-46|Мука (порошок) аспидная
232249|1|1019|25309098|кр, пв-г/п, пл-46|Оливин (минерал)
232253|1|1020|25174900|кр, пв-г/п, пл-46|Отсев гранитный или каменный
232268|1|1021|25309098|кр, пв-г/п, пл-46|Отходы асбошиферные и шиферные
232272|1|1022|25301010|кр, пв-г/п, пл-46|Перлит,не поименованный в алфавите
232287|1|1023|25059000|кр, пв-г/п, пл-46|Песок футеровочный
232291|1|1024|25162100|кр, пв-г/п, пл-46|Песчаник
232304|1|1025|25169000|кр, пв-г/п, пл-46|Порфир
232319|1|1026|25169000|кр, пв-г/п, пл-46|Порфирит
232323|1|1027|25309000|кр, пв-г/п, пл-46|Ракушечник
232338|1|1028|25293000|кр, пв-г/п, пл-46|Сиенит (минерал)
232342|1|1029|25262000|кр, пв-г/п, пл-46|Тальк молотый
232357|1|1030|25169000|кр, пв-г/п, пл-46|Трас (камень природный)
232361|1|1031|25169000|кр, пв-г/п, пл-46|Туф известковый
232376|1|1032|25169000|кр, пв-г/п, пл-46|Туф,не поименованный в алфавите
232380|1|1033|25169000|кр, пв-г/п, пл-46|Шпат известковый
232395|1|1034|25171010|кр, пв-г/п, пл-46|Щебень гранитный
232408|1|1035|25171010|кр, пв-г/п, пл-46|Щебень из гравия
232412|1|1036|25171010|кр, пв-г/п, пл-46|Щебень из гравия марки ДР-8 и ниже
232427|1|1037|25171010|кр, пв-г/п, пл-46|Щебень шунгитовый (шунгит)
232431|1|1038|25171010|кр, пв-г/п, пл-46|Щебень,не поименованный в алфавите
233006|1|1039|25309000|кр, пв-г/п, пл-46|Гипс,известь,мел
233010|1|1040|25152000|кр, пв-г/п, пл-46|Алебастр (гипс) в кусках и молотый
233025|1|1041|25291000|кр, пв-г/п, пл-46|Ангидрит (шпат полевой и шпат легкий) в кусках и молотый
233030|1|1042|25201000|кр, пв-г/п, пл-46|Гажа (мергель гипсовый)
233044|1|1043|25201000|кр, пв-г/п, пл-46|Гипс,не поименованный в алфавите
233059|1|1044|25201000|кр, пв-г/п, пл-46|Гипс технический
233063|1|1045|25210000|кр, пв-г/п, пл-46|Известняк молотый,не поименованный в алфавите
233078|1|1046|25221000|кр, пв-г/п, пл-46|Известь газовая
233082|1|1047|25223000|кр, пв-г/п, пл-46|Известь гидравлическая
233097|1|1048|25222000|кр, пв-г/п, пл-46|Известь гашеная (пушонка)
233106|1|1049|25210000|кр, пв-г/п, пл-46|Известь карбонатная
233114|1|1050|25221000|кр, пв-г/п, пл-46|Известь негашеная
233129|1|1051|25220000|кр, пв-г/п, пл-46|Известь,не поименованная в алфавите
233133|1|1052|25309098|кр, пв-г/п, пл-46|Известь фосфорнокислая
233148|1|1053|25202090|кр, пв-г/п, пл-46|Литин (порошок для штукатурки)
233152|1|1054|25090000|кр, пв-г/п, пл-46|Мел в кусках,молотый и толченый
233167|1|1055|25090000|кр, пв-г/п, пл-46|Мел технологический
233171|1|1056|25201000|кр, пв-г/п, пл-46|Мергели
233186|1|1057|25220000|кр, пв-г/п, пл-46|Порошок известковый
233190|1|1058|25202090|кр, пв-г/п, пл-46|Порошок минеральный
233203|1|1059|25232900|кр, пв-г/п, пл-46|Пыль цементных печей
233218|1|1060|25201000|кр, пв-г/п, пл-46|Селенит
234009|1|1061|68062000|40|Заполнители пористые
234013|1|1062|68062000|40|Вермикулит вспученный
234028|1|1063|68062090|40|Керамзит
234032|1|1064|25131900|40|Пемза литоидная
234047|1|1065|68062090|40|Перлит вспученный
234051|1|1066|68062090|40|Термозит (щебень из шлаковой пемзы)
234066|1|1067|68062090|40|Шунгизит
234070|1|1068|68062090|40|Гравий керамзитовый
234085|1|1069|68062090|40|Заполнители пористые,не поименованные в алфавите
235001|1|1070|26219000|кр, пв-г/п, пл-46|Зола,шлаки,кроме гранулированных и металлургических для переплавки
235016|1|1071|26219000|кр, пв-г/п, пл-46|Зола древесная
235020|1|1072|26219000|кр, пв-г/п, пл-46|Зола каменноугольная
235035|1|1073|26219000|кр, пв-г/п, пл-46|Зола,не поименованная в алфавите
235045|1|1074|26219000|кр, пв-г/п, пл-46|Зола сланцевая
235054|1|1075|26219000|кр, пв-г/п, пл-46|Зола торфяная
235069|1|1076|26219000|кр, пв-г/п, пл-46|Смесь золошлаковая тепловых электростанций
235073|1|1077|26190099|кр, пв-г/п, пл-46|Шлаки доменные
235088|1|1078|26219000|кр, пв-г/п, пл-46|Шлаки,кроме гранулированных и металлургических для переплавки,не поименованные в алфавите
235092|1|1079|26219000|кр, пв-г/п, пл-46|Шлаки электропечные
236004|1|1080|25171000|кр, пв-г/п, пл-46|Балласт для железных дорог
236019|1|1081|25171000|кр, пв-г/п, пл-46|Балласт для железных дорог всякий (гравий,песок,щебень,асбестовые отходы)
236023|1|1082|25051000|кр, пв-г/п, пл-46|Песок для песочниц локомотивов
236038|1|1083|25171010|кр, пв-г/п, пл-46|Щебень для балластировки железнодорожного пути
241002|1|1084|25309000|кр, пв-г/п, пл-46|Земля,песок,глина и камни природные - сырье промышленное
241017|1|1085|25061000|кр, пв-г/п, пл-46|Агат
241021|1|1086|71039900|кр, пв-г/п, пл-46|Альмандин
241036|1|1087|25309098|кр, пв-г/п, пл-46|Андезиты
241040|1|1088|25084000|кр, пв-г/п, пл-46|Аргиллит
241055|1|1089|25084000|кр, пв-г/п, пл-46|Аскангель (глина белая)
241063|1|1090|25140000|кр, пв-г/п, пл-46|Аспид
241074|1|1091|25049000|кр, пв-г/п, пл-46|Бой графитовый
241089|1|1092|25132000|кр, пв-г/п, пл-46|Бой и лом карборундовых камней
241093|1|1093|25132000|кр, пв-г/п, пл-46|Бой и лом корундовых камней
241106|1|1094|25309098|кр, пв-г/п, пл-46|Бой керамический
241110|1|1095|25309098|кр, пв-г/п, пл-46|Бой кирпича хромомагнезитового
241125|1|1096|25309098|кр, пв-г/п, пл-46|Бой кирпича шамотного
241130|1|1097|25309098|кр, пв-г/п, пл-46|Бой кирпичный,не поименованный в алфавите
241144|1|1098|25132000|кр, пв-г/п, пл-46|Бой наждачных точильных и шлифовальных камней
241159|1|1099|25309098|кр, пв-г/п, пл-46|Бой огнеупорных изделий
241163|1|1100|70010010|кр, пв-г/п, пл-46|Бой стеклянный
241178|1|1101|25309098|кр, пв-г/п, пл-46|Бой фарфоровый
241182|1|1102|25309098|кр, пв-г/п, пл-46|Бой фаянсовый
241197|1|1103|81129200|кр, пв-г/п, пл-46|Бой электродный
241206|1|1104|25309098|кр, пв-г/п, пл-46|Борогипс гранулированный
241214|1|1105|25309098|кр, пв-г/п, пл-46|Глиеж (земля)
241229|1|1106|25081000|кр, пв-г/п, пл-46|Глина бентонитовая
241233|1|1107|25084000|кр, пв-г/п, пл-46|Глина красильная
241248|1|1108|25084000|кр, пв-г/п, пл-46|Глина сукновальная
241252|1|1109|25070020|кр, пв-г/п, пл-46|Глина фарфоровая (каолин)
241267|1|1110|25084000|кр, пв-г/п, пл-46|Глина фаянсовая
241271|1|1111|25084000|кр, пв-г/п, пл-46|Глина формовочная
241286|1|1112|25084000|кр, пв-г/п, пл-46|Глинопорошок
241290|1|1113|25040000|кр, пв-г/п, пл-46|Графит
241303|1|1114|25181000|кр, пв-г/п, пл-46|Доломит сырой,не поименованный в алфавите
241318|1|1115|25120000|кр, пв-г/п, пл-46|Земля инфузорная- диатомит,трепел,опоки,кизельгур и др.,не поименован-ные в алфавите
241322|1|1116|25201000|кр, пв-г/п, пл-46|Камень гипсовый
241337|1|1117|25210000|кр, пв-г/п, пл-46|Камень известняковый технологический (известняк)
241341|1|1118|25309098|кр, пв-г/п, пл-46|Камень литографский
241356|1|1119|25061000|кр, пв-г/п, пл-46|Кварц и концентрат кварцевый
241360|1|1120|25309098|кр, пв-г/п, пл-46|Кремень
241375|1|1121|25309098|кр, пв-г/п, пл-46|Лазурит (ляпис-лазурь)
241382|1|1122|25309098|кр, пв-г/п, пл-46|Лапидит в кусках
241394|1|1123|25309098|кр, пв-г/п, пл-46|Малахит (минерал)
241407|1|1124|76020019|кр, пв-г/п, пл-46|Мука белитовая (отходы алюминиевого производства)
241411|1|1125|25102000|кр, пв-г/п, пл-46|Отходы известковые апатитовых и нефелиновых обогатительных фабрик
241426|1|1126|25210000|кр, пв-г/п, пл-46|Отходы известковые разных производств,не поименованные в алфавите
241430|1|1127|25102000|кр, пв-г/п, пл-46|Отходы известковые фосфоритовых руд
241445|1|1128|38013000|кр, пв-г/п, пл-46|Паста литейная противопригарная
241459|1|1129|25309098|кр, пв-г/п, пл-46|Пегматит
241464|1|1130|25051000|кр, пв-г/п, пл-46|Песок кварцевый,кроме строительного
241479|1|1131|25059000|кр, пв-г/п, пл-46|Песок формовочный
241483|1|1132|25309098|кр, пв-г/п, пл-46|Порошки диабазовые
241498|1|1133|25041000|кр, пв-г/п, пл-46|Порошок графитовый
241500|1|1134|25309098|кр, пв-г/п, пл-46|Порфироиды
241515|1|1135|25059000|кр, пв-г/п, пл-46|Продукт полевошпатовый
241525|1|1136|25309098|кр, пв-г/п, пл-46|Утяжелители всякие для буровых растворов
241534|1|1137|38109090|кр, пв-г/п, пл-46|Флюсы сварочные (для автоматической электросварки)
241549|1|1138|25061000|кр, пв-г/п, пл-46|Халцедон
241553|1|1139|25309098|кр, пв-г/п, пл-46|Целестин (минерал)
241568|1|1140|25309098|кр, пв-г/п, пл-46|Цемянка (кирпич молотый,толченый)
241572|1|1141|70010010|кр, пв-г/п, пл-46|Шквар (остатки стекольного производства)
241587|1|1142|25309098|кр, пв-г/п, пл-46|Яшма (камень)
241591|1|1143|25183000|кр, пв-г/п, пл-46|Мука доломитовая (доломит молотый)
241604|1|1144|25199000|кр, пв-г/п, пл-46|Оксиды магния природные
242005|1|1145|99999900|кр, пв-г/п, пл-46|Руды неметаллические,кроме серного сырья
242016|1|1146|25111000|кр, пв-г/п, пл-46|Барит (шпат тяжелый)
242024|1|1147|25112000|кр, пв-г/п, пл-46|Витерит
242039|1|1148|25111000|кр, пв-г/п, пл-46|Концентрат баритовый
242043|1|1149|25309098|кр, пв-г/п, пл-46|Руда болотная
242058|1|1150|25281000|кр, пв-г/п, пл-46|Руда боратовая
242062|1|1151|25111000|кр, пв-г/п, пл-46|Руда баритовая
242077|1|1152|25061000|кр, пв-г/п, пл-46|Руда кварцевая
242081|1|1153|25191000|кр, пв-г/п, пл-46|Руда магнезитовая
242096|1|1154|25292100|кр, пв-г/п, пл-46|Руда флюоритовая (шпат плавиковый,флюорит,концентрат флюоритовый)
242109|1|1155|25309098|кр, пв-г/п, пл-46|Руды неметаллические,не поименованные в алфавите
242113|1|1156|25309098|кр, пв-г/п, пл-46|Сульфат натрия природный (мирабилит,тенардит)
242128|1|1157|25309098|кр, пв-г/п, пл-46|Концентрат минеральный "Галит"
243008|2|1158|25132000|кр, пв-г/п, пл-46|Материалы абразивные
243012|2|1159|25132000|кр, пв-г/п, пл-46|Зерно шлифовальное (материал абразивный)
243027|2|1160|28499010|кр, пв-г/п, пл-46|Карбид бора
243031|2|1161|28492000|кр, пв-г/п, пл-46|Карбид кремния (карборунд) зеленый и черный в зерне
243046|2|1162|28492000|кр, пв-г/п, пл-46|Карбид кремния (карборунд) зеленый и черный в порошке
243050|2|1163|25132000|кр, пв-г/п, пл-46|Корунд природный
243065|2|1164|25132000|кр, пв-г/п, пл-46|Материалы абразивные,не поименованные в алфавите
243079|2|1165|25132000|кр, пв-г/п, пл-46|Монокорунд
243084|2|1166|25132000|кр, пв-г/п, пл-46|Наждак
243099|2|1167|28181000|кр, пв-г/п, пл-46|Электрокорунд в зерне,кусках и в порошке
244000|2|1168|25130000|г/п|Пемза
244015|2|1169|25131100|г/п|Мелочь пемзовая
244021|2|1170|25131900|г/п|Пемза,не поименованная в алфавите
245003|1|1171|25231000|г/п|Клинкер цементный
246006|1|1172|28391900|г/п|Силикат натрия растворимый (силикат-глыба)
246010|1|1173|28391900|г/п|Силикат -глыба (натрий кремнекислый. Силикат натрия. Стекло растворимое)- содовая,содосульфатная,сульфатная.
251004|2|1174|99999900|кр, пв-58, пл-46|Материалы стеновые
251019|2|1175|68101110|кр, пв-58, пл-46|Блоки аглопоритобетонные
251023|2|1176|25161200|кр, пв-58, пл-46|Блоки гранитные
251038|2|1177|68109110|кр, пв-58, пл-46|Блоки железобетонные
251042|2|1178|25162200|кр, пв-58, пл-46|Блоки известковопесчаные
251057|2|1179|69010090|кр, пв-58, пл-46|Блоки керамические
251061|2|1180|25151200|кр, пв-58, пл-46|Блоки мраморные
251076|2|1181|25162200|кр, пв-58, пл-46|Блоки силикатные
251080|2|1182|25169000|кр, пв-58, пл-46|Блоки стеновые,не поименованные в алфавите
251095|2|1183|25151200|кр, пв-58, пл-46|Блоки туфовые
251108|2|1184|68101190|кр, пв-58, пл-46|Блоки шлакобетонные
251112|2|1185|68109900|кр, пв-58, пл-46|Блоки шлаковые (шлакоблоки)
251127|2|1186|68099000|кр, пв-58, пл-46|Гипсошлакоблоки
251131|2|1187|69081000|кр, пв-58, пл-46|Изразцы (кафель)
251146|2|1188|68101190|кр, пв-58, пл-46|Камень цементно-шлаковый
251150|2|1189|68101190|кр, пв-58, пл-46|Камень шлакобетонный
251165|2|1190|68069000|кр, пв-58, пл-46|Камень шлаковый
251179|2|1191|68109100|кр, пв-58, пл-46|Панели керамзитобетонные
251184|2|1192|68109100|кр, пв-58, пл-46|Панели стеновые,не поименованные в алфавите
251199|2|1193|68080000|кр, пв-58, пл-46|Плиты (щиты) и плитки камышитовые
251201|2|1194|25151200|кр, пв-58, пл-46|Плиты (щиты) и плитки мраморные
251216|2|1195|68119000|кр, пв-58, пл-46|Плиты и плитки асбестошлаковые
251220|2|1196|68101931|кр, пв-58, пл-46|Плиты и плитки бетонные
251235|2|1197|68091900|кр, пв-58, пл-46|Плиты и плитки гипсовые
251245|2|1198|68080000|кр, пв-58, пл-46|Плиты и плитки гипсокамышитовые
251254|2|1199|68109900|кр, пв-58, пл-46|Плиты и плитки гипсоцементные
251269|2|1200|25161200|кр, пв-58, пл-46|Плиты и плитки гранитные
251273|2|1201|68109900|кр, пв-58, пл-46|Плиты и плитки из камня искусственного шлифованные и полированные,не поименованные в алфавите
251288|2|1202|68029990|кр, пв-58, пл-46|Плиты и плитки из камня природного шлифованные и полированные,не поименованные в алфавите
251292|2|1203|69089000|кр, пв-58, пл-46|Плитки керамические,не поименованные в алфавите
251305|2|1204|69089000|кр, пв-58, пл-46|Плиты и плитки метлахские
251311|2|1205|68101931|кр, пв-58, пл-46|Плиты и плитки пенобетонные
251324|2|1206|68029390|кр, пв-58, пл-46|Плиты и плитки пирогранитные
251339|2|1207|25202010|кр, пв-58, пл-46|Штукатурка сухая в плитках
252007|3|1208|99999900|50|Материалы отделочные,полимерные,кровельные,гидроизоляционные и герметизирующие
252011|3|1209|68071000|50|Борулин (гидроизоляционный рулонный материал)
252026|3|1210|68079000|50|Бризол
252030|3|1211|68079000|50|Гидробутил (гидроизоляционный материал)
252045|3|1212|68079000|50|Изол
252055|3|1213|48111000|50|Картон кровельный пропитанный
252064|3|1214|48115900|50|Линкруст
252079|3|1215|59041000|50|Линолеум
252083|3|1216|68079000|50|Листы резино-битумные кровельные
252098|3|1217|68071010|50|Листы битумные кровельные
252100|3|1218|27150000|50|Мастика кровельная (клебемасса)
252115|3|1219|48064010|50|Пергамин кровельный
252121|3|1220|68071010|50|Рубероид
252134|3|1221|70199099|50|Стеклорубероид
252149|3|1222|68071010|50|Толь кровельный
252153|3|1223|68071010|50|Толь,не поименованный в алфавите
252168|3|1224|68079000|50|Фольгоизол
252172|3|1225|40082990|50|Шифер резиновый
252187|3|1226|40081900|50|Изопласт
253008|1|1227|69041000|кр, пв-г/п, пл-46|Кирпич строительный
253014|1|1228|68101100|кр, пв-г/п, пл-46|Кирпич бетонный
253029|1|1229|68109900|кр, пв-г/п, пл-46|Кирпич гидравлический
253033|1|1230|68099000|кр, пв-г/п, пл-46|Кирпич гипсовый
253048|1|1231|69041000|кр, пв-г/п, пл-46|Кирпич глиняный обыкновенный
253052|1|1232|69041000|кр, пв-г/п, пл-46|Кирпич глиняный пустотелый
253067|1|1233|69041000|кр, пв-г/п, пл-46|Кирпич-клинкер
253071|1|1234|69041000|кр, пв-г/п, пл-46|Кирпич лекальный,кроме огнеупорного
253086|1|1235|69041000|кр, пв-г/п, пл-46|Кирпич лицевой белый
253090|1|1236|69041000|кр, пв-г/п, пл-46|Кирпич лицевой красный
253103|1|1237|68101190|кр, пв-г/п, пл-46|Кирпич силикатный
253118|1|1238|68119000|кр, пв-г/п, пл-46|Кирпич асбоцементный
253122|1|1239|68101110|кр, пв-г/п, пл-46|Кирпич шлаковый
253137|1|1240|69041000|кр, пв-г/п, пл-46|Кирпич строительный,не поименованный в алфавите
253141|1|1241|69010010|кр, пв-г/п, пл-46|Кирпич пенодиатомитовый,диатомитовый и трепельный
254002|2|1242|68100000|58|Конструкции (сборные) детали и изделия железобетонные
254017|2|1243|68109190|58|Балки железобетонные
254021|2|1244|68109900|58|Желоба для труб железобетонные
254036|2|1245|68109900|58|Изделия железобетонные для сенажных башен
254040|2|1246|68109900|58|Изделия железобетонные,не поименованные в алфавите
254055|2|1247|68109100|58|Конструкции железобетонные
254060|2|1248|68109900|58|Мачты железобетонные
254074|2|1249|68109900|58|Опоры железобетонные
254089|2|1250|68109900|58|Панели стеновые железобетонные
254093|2|1251|68109100|58|Плиты железобетонные
254106|2|1252|68101990|58|Плиты железобетонные пустотелого настила
254110|2|1253|68109100|58|Плиты железобетонные,не поименованные в алфавите
254125|2|1254|68109900|58|Рельсы железобетонные
254137|2|1255|68109900|58|Трубы железобетонные безнапорные и их части
254144|2|1256|68109900|58|Трубы железобетонные напорные и их части
254159|2|1257|68109900|58|Шпалы железобетонные
255005|3|1258|99999900|58|Черепица и шифер
255013|3|1259|68111000|58|Листы асбестоцементные волнистые и полуволнистые
255024|3|1260|68030090|58|Сланец кровельный (шифер естественный)
255039|3|1261|68101910|58|Черепица кровельная,кроме металлической
255043|3|1262|68111000|58|Шифер искусственный,не поименованный в алфавите
255058|3|1263|68111000|58|Шифер кровельный волнистый
255062|3|1264|68112080|58|Этернит (плитки и плиты асбоцементные)
255077|3|1265|68109900|58|Гидропол
256008|3|1266|99999900|15|Дома сборно-разборные бесфундаментные
256012|3|1267|94060090|15|Детали крупноблочных домов
256027|3|1268|94060090|15|Дома (домики) садовые
256031|3|1269|94060090|15|Дома сборно-разборные безфундаментные из объемных блоков
256046|3|1270|94060090|15|Дома сборно-разборные из древесно-стружечной плиты
256050|3|1271|94060090|15|Дома со стенами из арболита
256065|3|1272|94060090|15|Здания инвентарные контейнерного типа
256076|3|1273|94060090|15|Киоски торговые
256084|3|1274|68080000|15|Комплекты деталей для домов со стенами из арболита
256099|3|1275|94060090|15|Павильоны,не поименованные в алфавите
256101|3|1276|94060090|15|Юрты
261006|3|1277|99999900|15|Материалы,изделия тепло- и звукоизоляционные,кроме асбестовых технических
261010|3|1278|68069000|15|Асбестин
261025|3|1279|68069000|15|Асбестит
261031|3|1280|68069000|15|Асбозонолит
261044|3|1281|68069000|15|Асбозурит
261059|3|1282|68069000|15|Асботермит
261063|3|1283|68069000|15|Асбофанера
261078|3|1284|68101100|15|Блоки фундаментные
