"[Code]|[ETSNGClass]|[ETSNGID]|[GNG2004]|[MVN]|[Name]" 
011005|2|2|10019000|г/п|Пшеница
012008|2|3|10020000|г/п|Рожь
013000|2|4|10040000|53|Овес
014003|2|5|10030000|г/п|Ячмень
015006|2|6|10059000|г/п|Зерно кукурузы
016009|2|7|10059000|53|Початки кукурузы
017001|2|8|10060000|г/п|Рис
017016|2|9|10061000|г/п|Рис нешелушеный (рис-сырец)
017020|2|10|10062000|г/п|Рис шелушеный (неполированный рис)
017035|2|11|10063000|г/п|Рис прочий
018004|2|12|99999900|г/п|Прочие зерновые
018019|2|13|10081000|г/п|Гречиха
018023|2|14|07135000|г/п|Зерно бобов
018038|2|15|07131000|г/п|Зерно гороха
018042|2|16|07133300|г/п|Зерно фасоли
018057|2|17|10089090|г/п|Зерновые,не поименованные в алфавите
018061|2|18|23024090|г/п|Зерноотходы
018076|2|19|07132000|г/п|Нут
018080|2|20|10089000|г/п|Полба
018095|2|21|10082000|г/п|Просо
018108|2|22|10089000|г/п|Смесь зерновая
018112|2|23|11071099|г/п|Солод в зерне
018127|2|24|10070000|г/п|Сорго (гаолян,джугара и др.)
018131|2|25|07089000|г/п|Чечевица
018146|2|26|10089000|г/п|Чина
018150|2|27|10089000|г/п|Чумиза
021007|2|28|99999900|43|Семена технических культур,кроме семян хлопчатника
021011|2|29|12079190|43|Головки маковые с зерном
021026|2|30|12071010|43|Зерна пальмовые
021030|2|31|12079100|43|Зерно мака
021045|2|32|12079998|43|Семена кенафа
021054|2|33|12079991|43|Семена конопли
021064|2|34|12074010|43|Семена кунжута
021079|2|35|12040010|43|Семена льна
021083|2|36|12079920|43|Семена масличных культур,не поименованные в алфавите
021098|2|37|12060010|43|Семена подсолнечника
021100|2|38|12010010|43|Семена сои
021115|2|39|09095000|43|Семена фенхеля
021120|2|40|09092000|43|Семя кориандровое (кишнец)
021134|2|41|12060010|43|Шапки подсолнечника с семенами
021149|2|42|12073010|43|Семена клещевины
022007|2|43|12072010|35|Семена хлопчатника
023002|2|44|12091000|26|Семена свеклы сахарной
024005|2|45|99999900|29|Семена прочие
024012|2|46|12099910|29|Желуди сушеные и сырые
024024|2|47|12092200|29|Семена клевера
024039|2|48|12092900|29|Семена кормовых трав,не поименованные в алфавите
024043|2|49|12119000|29|Семена лекарственных культур
024058|2|50|12092950|29|Семена люпина
024062|2|51|12092100|29|Семена люцерны
024077|2|52|12099190|29|Семена овощных и бахчевых культур
024081|2|53|12099999|29|Семена табака
024096|2|54|12092600|29|Семена тимофеевки
024109|2|55|09094000|29|Семена тмина
024113|2|56|12099190|29|Семена тыквы
024128|2|57|12093000|29|Семена цветочных культур
024132|2|58|12099991|29|Семена чая
024147|2|59|12099900|29|Споры грибов шампиньонов
031009|2|60|52010010|34|Хлопок-сырец
041000|2|61|99999900|28|Овощи свежие
041015|2|62|07091000|28|Артишок свежий
041022|2|63|07093000|28|Баклажаны свежие
041034|2|64|07089000|28|Бобы овощные свежие
041049|2|65|12149010|28|Брюква свежая
041053|2|66|07081000|28|Горох овощной свежий
041068|2|67|07095900|28|Грибы,в том числе шампиньоны,свежие
041072|2|68|07069090|28|Корнеплоды свежие,не поименованные в алфавите
041087|2|69|07099070|28|Кабачки свежие
041091|2|70|07049000|28|Капуста свежая
041104|2|71|07039000|28|Лук зеленый,в том числе порей
041119|2|72|07031011|28|Лук репчатый и сеянец
041123|2|73|07108000|28|Овощи свежемороженные
041138|2|74|07099090|28|Овощи свежие,не поименованные в алфавите
041142|2|75|07070005|28|Огурцы свежие
041157|2|76|07069090|28|Пастернак свежий
041161|2|77|07096099|28|Перец (в стручках) свежий
041176|2|78|07099090|28|Петрушка свежая
041180|2|79|07061000|28|Морковь свежая
041195|2|80|07020000|28|Томаты (помидоры) свежие
041208|2|81|07099090|28|Ревень овощной свежий
041212|2|82|07069090|28|Редис свежий
041227|2|83|07069090|28|Редька свежая
041231|2|84|07061000|28|Репа свежая
041246|2|85|07099000|28|Салат свежий
041250|2|86|07069000|28|Свекла кормовая свежая
041265|2|87|07069090|28|Свекла столовая свежая
041275|2|88|07099090|28|Сельдерей свежий
041284|2|89|07092000|28|Спаржа свежая
041299|2|90|12149000|28|Турнепс свежий
041301|2|91|07099090|28|Укроп свежий
041316|2|92|07082000|28|Фасоль овощная свежая
041320|2|93|07069030|28|Хрен свежий
041335|2|94|07052900|28|Цикорий свежий
041341|2|95|07032000|28|Чеснок свежий
041354|2|96|07097000|28|Шпинат свежий
041369|2|97|07099090|28|Щавель свежий
042003|2|98|08070000|25|Бахчевые культуры
042018|2|99|08071100|25|Арбузы свежие
042022|2|100|08071900|25|Дыни свежие
042037|2|101|07099070|25|Тыква свежая
043006|2|102|07019090|51|Картофель свежий
043010|2|103|07019050|51|Картофель ранний
043025|2|104|07019090|51|Картофель поздний
043038|2|105|07011000|51|Картофель семенной
044009|2|106|12129180|кр, пв-50, пл-20|Свекла сахарная
051002|2|107|99999900|25|Фрукты и ягоды свежие,кроме яблок и цитрусовых
051017|2|108|08091000|25|Абрикосы свежие
051021|2|109|08082090|25|Айва свежая
051036|2|110|08109095|25|Алыча свежая
051040|2|111|08043000|25|Ананасы свежие
051055|2|112|08030019|25|Бананы свежие
051061|2|113|08109095|25|Барбарис свежий
051074|2|114|08104010|25|Брусника свежая
051089|2|115|08119050|25|Брусника свежемороженая
051093|2|116|08061000|25|Виноград свежий
051106|2|117|08092000|25|Вишни свежие
051110|2|118|08109095|25|Гранаты (плоды)
051125|2|119|08082050|25|Груши свежие
051138|2|120|08101000|25|Земляника свежая
051144|2|121|08109095|25|Кизил свежий
051159|2|122|08104000|25|Клюква свежая
051163|2|123|08119050|25|Клюква свежемороженая
051178|2|124|08103090|25|Крыжовник свежий
051182|2|125|08102010|25|Малина свежая
051197|2|126|07099039|25|Маслины (оливки) свежие
051204|2|127|08109095|25|Мушмула свежая
051214|2|128|08109095|25|Облепиха свежая
051229|2|129|08119095|25|Облепиха свежемороженая
051233|2|130|08093000|25|Персики свежие
051248|2|131|08109095|25|Рябина (ягоды) свежая
051252|2|132|08119095|25|Рябина (ягоды) свежемороженая
051267|2|133|08094005|25|Сливы свежие
051271|2|134|08042010|25|Смоква (ягоды винные,инжир) свежая
051286|2|135|08103000|25|Смородина свежая
051290|2|136|08094090|25|Терн (терновник) свежий
051303|2|137|08109095|25|Фрукты свежие,не поименованные в алфавите
051318|2|138|08119095|25|Фрукты свежемороженые,не поименованные в алфавите
051322|2|139|08109095|25|Хурма свежая
051337|2|140|08119095|25|Хурма свежемороженая
051341|2|141|08109095|25|Черемуха (ягоды) свежая
051356|2|142|08092095|25|Черешня свежая
051360|2|143|08104090|25|Черника свежая
051375|2|144|08109095|25|Ягоды свежие,не поименованные в алфавите
051380|2|145|08119095|25|Ягоды свежемороженые,не поименованные в алфавите
052005|2|146|99999900|25|Яблоки
052014|2|147|08119095|25|Яблоки свежемороженые
052024|2|148|08081000|25|Яблоки свежие
053008|2|149|08050000|33|Цитрусовые
053012|2|150|08051030|33|Апельсины свежие
053027|2|151|08054000|33|Грейпфруты свежие
053031|2|152|08055010|33|Лимоны свежие
053046|2|153|08052050|33|Мандарины свежие
053050|2|154|08059000|33|Померанцы свежие
053065|2|155|08059000|33|Цитрусовые,не поименованные в алфавите
054000|2|156|99999900|35|Орехи
054015|2|157|12021000|35|Арахис (земляной орех)
054020|2|158|08024000|35|Каштаны
054034|2|159|12030000|35|Копра (мякоть кокосового ореха)
054049|2|160|08023100|35|Орехи грецкие
054053|2|161|08029050|35|Орехи кедровые
054068|2|162|08022100|35|Орехи лещинные (фундук)
054072|2|163|08021100|35|Орехи миндальные (миндаль)
054087|2|164|08029085|35|Орехи,не поименованные в алфавите
054091|2|165|08025000|35|Орехи фисташковые (фисташки)
054104|2|166|12123000|35|Ядра орехов и фруктовых косточек
054119|2|167|08029085|35|Орехи тунговые
061004|2|168|99999900|10|Крупный и мелкий рогатый скот
061019|2|169|01041080|10|Бараны
061023|2|170|01029090|10|Буйволы
061038|2|171|01029090|10|Быки
061042|2|172|01029090|10|Волы
061057|2|173|01042090|10|Козы
061061|2|174|01029090|10|Коровы
061076|2|175|01041000|10|Овцы
061080|2|176|01021000|10|Скот крупный рогатый племенной
061095|2|177|01029090|10|Скот крупный рогатый,не поименованный в алфавите
061108|2|178|01041010|10|Скот мелкий рогатый племенной
061112|2|179|01041080|10|Скот мелкий рогатый,не поименованный в алфавите
061127|2|180|01029090|10|Телята
061131|2|181|01029090|10|Яки
062007|2|182|01030000|10|Свиньи и поросята
062011|2|183|01039100|10|Поросята
062026|2|184|01039200|10|Свиньи
062030|2|185|01031000|10|Свиньи племенные
063006|2|186|99999900|10|Животные прочие,птицы живые и пчелы
063014|2|187|01061900|10|Верблюды
063029|2|188|01069000|10|Грена тутового шелкопряда
063033|2|189|01019011|10|Жеребята
063048|2|190|01061900|10|Животные дикие (звери),не поименованные в алфавите
063052|2|191|99999900|10|Животные домашние,не поименованные в алфавите
063067|2|192|01061200|10|Животные морские
063071|2|193|01061910|10|Кролики
063086|2|194|01061990|10|Лоси
063090|2|195|01019011|10|Лошади
063103|2|196|01019090|10|Лошаки
063118|2|197|01019090|10|Мулы
063122|2|198|01061990|10|Олени
063137|2|199|01019030|10|Ослы
063141|2|200|01019090|10|Пони
063156|2|201|99999900|10|Птица живая всякая (домашняя и дикая)
063160|2|202|01069000|10|Пчелы в ульях
063175|2|203|01061990|10|Собаки
071006|2|204|99999900|15|Сено,солома и корма растительные
071010|2|205|14019000|15|Камыш
071025|2|206|23080090|15|Корма растительные,не поименованные в алфавите
071030|2|207|12149099|15|Крапива
071044|2|208|12149099|15|Мох
071059|2|209|12141000|15|Мука травяная
071063|2|210|23080090|15|Початки кукурузные обрушенные
071078|2|211|12149099|15|Сено прессованное
071082|2|212|12149099|15|Силос
071097|2|213|12130000|15|Солома прессованная
071106|2|214|23080090|15|Стебли кукурузы и хлопчатника
071114|2|215|12149099|15|Травы кормовые
071129|2|216|14019000|15|Тростник
071133|2|217|12130000|15|Полова
072009|3|218|24010000|21|Сырье табака и махорки
072013|3|219|24013000|21|Отходы табачные сырые (крошка и пыль)
072028|3|220|24011000|21|Сырье махорки,не поименованное в алфавите
072032|3|221|24011000|21|Сырье табака
072047|3|222|24011000|21|Табак в листьях и корешках
072051|3|223|24011000|21|Табак сырье ферментированное
073001|2|224|99999900|17|Культуры прядильные,кроме хлопчатника
073016|2|225|53059000|17|Культуры прядильные прочие в стеблях
073020|2|226|53011000|17|Солома льна
073035|2|227|53031000|17|Стебли джута
073045|2|228|53059000|17|Стебли кенафа
073054|2|229|53021000|17|Стебли конопли
073069|2|230|53021000|17|Треста конопли
073073|2|231|53011000|17|Треста льна
073088|2|232|53059000|17|Треста прядильных культур,не поименованных в алфавите
074004|2|233|12110000|17|Сырье лекарственное растительное
074019|2|234|12119000|17|Алоэ (растение лекарственное)
074023|2|235|12119000|17|Трава анабазиса (ежовника) безлистного
074038|2|236|12119000|17|Бодяга (колонии пресноводных губок)
074042|2|237|12122000|17|Водоросли всякие
074057|2|238|12119000|17|Трава донника лекарственного
074061|2|239|12122000|17|Капуста морская
074076|2|240|12119000|17|Кора лекарственных культур (калины,крушины и др.),не поименованная в алфавите
074080|2|241|12119000|17|Кора хинная
074095|2|242|12114000|17|Коробочки мака с верхними частями стеблей
074108|2|243|12119000|17|Корни лекарственных культур,не поименованные в алфавите
074112|2|244|12119000|17|Корни ревеня
074127|2|245|12119000|17|Лишайники
074131|2|246|12119000|17|Мята перечная
074146|2|247|12119000|17|Полынь цитварная
074150|2|248|12119000|17|Почки березовые,сосновые,тополиные и др.
074165|2|249|12119000|17|Растения лекарственные,не поименованные в алфавите
074174|2|250|12119000|17|Ромашка всякая
074184|2|251|12119000|17|Споры плауна (ликоподий)
074199|2|252|12119000|17|Тимьян
074201|2|253|12101000|17|Хмель
074216|2|254|12119000|17|Цвет бузиновый,липовый
074220|2|255|12119000|17|Шиповник (ягоды)
074235|2|256|12119000|17|Ягоды лекарственные,не поименованные в алфавите
074240|2|257|12119000|17|Шишкоягоды (плоды) можжевельника обыкновенного
074254|2|258|12119000|17|Листья скумпии
075007|2|259|99999900|22|Рассада овощная,цветочная,ягодная. цветы живые и свежесрезанные
075011|2|260|06011000|22|Луковицы (клубни) цветочные
075026|2|261|06029010|22|Мицелий грибов шампиньонов
075030|2|262|06021000|22|Прививки (растения)
075045|2|263|06029051|22|Рассада овощная,цветочная,ягодная
075050|2|264|06029059|22|Рассада,не поименованная в алфавите
075064|2|265|06031000|22|Цветы живые и свежесрезанные всякие
075079|2|266|06021000|22|Черенки растений
076003|3|267|99999900|22|Шерсть,волос,пух,перо
076014|3|268|05010000|22|Волос всякий
076029|3|269|05030000|22|Гривы и хвосты
076033|3|270|05059000|22|Отходы пера,пуха
076048|3|271|05051000|22|Перо птичье
076052|3|272|05051090|22|Пух птиц всяких
076067|3|273|51053990|22|Пух животных
076071|3|274|51032000|22|Шерсть линька
076086|3|275|51012100|22|Шерсть мытая
076090|3|276|51011900|22|Шерсть немытая
076103|3|277|05021000|22|Щетина
077002|3|278|99999900|40|Кожи,шкуры и пушнина невыделанные
077017|3|279|41021010|40|Каракуль невыделанный
077021|3|280|41039000|40|Кожи невыделанные всякие
077036|3|281|41039000|40|Лоскут кожаный невыделанный
077040|3|282|41021090|40|Мерлушки (шкурки овечьи) невыделанные
077055|3|283|41021090|40|Овчины (шкуры бараньи и овечьи) невыделанные,не поименованные а алфавите
077066|3|284|41039000|40|Пушнина невыделанная,не поименованная в алфавите
077074|3|285|41021010|40|Смушки (шкурки овечьи) невыделанные
077089|3|286|41041100|40|Сырье кожаное мокросоленое
077093|3|287|41044100|40|Сырье кожаное сухосоленое
077106|3|288|41039000|40|Хвосты пушнины невыделанные
077110|3|289|41039000|40|Шкурки (меха) пушных зверей невыделанные
077125|3|290|41039000|40|Шкуры и шкурки домашних животных меховые невыделанные
077132|3|291|41032000|40|Шкурки змеиные невыделанные
077144|3|292|41039000|40|Шкуры и шкурки невыделанные,не поименованные в алфавите
077159|3|293|41039000|40|Шкуры морского зверя невыделанные
077163|3|294|41039000|40|Шкуры рыб невыделанные
078005|2|295|31010000|47|Удобрения органические
078019|2|296|31010000|47|Агримус (лигнин гидролизный для удобрения)
078024|2|297|31010000|47|Гуано
078039|2|298|31010000|47|Мука костная
078043|2|299|31010000|47|Навоз
078058|2|300|31010000|47|Туки землеудобрительные органические (компосты)
078062|2|301|31010000|47|Удобрения органические,не поименованные в алфавите
081008|1|302|44030000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы круглые,кроме крепежных
081012|1|303|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Бамбук
081027|1|304|44039100|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Балансы всяких пород дерева длиной до 1.5 м включительно,кроме хвойных
081031|1|305|44039100|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Балансы всяких пород дерева длиной свыше 1.5 м,кроме хвойных
081046|1|306|44032000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Балансы хвойных пород дерева
081050|1|307|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Древесина экстрактовая
081065|1|308|44032019|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Ель резонансовая круглая
081079|1|309|44042000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Жерди и колья
081084|1|310|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Кряж всяких пород дерева
081099|1|311|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы всяких пород длиной до 2 м включительно
081101|1|312|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы всяких пород длиной свыше 2 м
081116|1|313|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы гидротехнические
081120|1|314|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы для производства спичек (кряж спичечный)
081135|1|315|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы круглые,кроме крепежных,не поименованные в алфавите
081145|1|316|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы строительные
081154|1|317|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы судостроительные
081169|1|318|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы тарные (кряж тарный)
081173|1|319|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы фанерные (кряж фанерный)
081188|1|320|44039995|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Пиловочник всяких пород дерева
081192|1|321|44041000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Подпорки деревянные (садовые,виноградные)
081205|1|322|44041000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Столбы деревянные
082000|1|323|44041000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Лесоматериалы крепежные
082015|1|324|44041000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Долготье рудничное
082021|1|325|44041000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Пропсы (стойки рудничные)
091008|1|326|99999900|44|Пиломатериалы
091014|1|327|44079930|44|Балки деревянные
091029|1|328|44079930|44|Горбыль
091033|1|329|44071031|44|Ель резонансовая пиленая
091048|1|330|44089035|44|Заготовки деревянные для карандашей
091052|1|331|44042000|44|Заготовки деревянные для обручей
091067|1|332|44042000|44|Заготовки деревянные черновые,не поименованные в алфавите
091071|1|333|44042000|44|Заготовки для лож спортивноохотничьего оружия
091086|1|334|44160000|44|Клепка деревянная
091090|1|335|44079997|44|Обапол
091103|1|336|44079997|44|Пиломатериалы для оборудования грузовых вагонов под людские перевозки
091118|1|337|44079997|44|Пиломатериалы,не поименованные в алфавите
091122|1|338|44079997|44|Стойки вагонные деревянные
091137|1|339|44079997|44|Траверсы
091141|1|340|44079997|44|Штакетник
091156|1|341|44079997|44|Дощечки ящичные (детали тары деревянной)
092002|3|342|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Продукция шпалопиления (без пропитки)
092017|3|343|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Брусья для стрелочных переводов непропитанные
092021|3|344|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Брусья мостовые для железных дорог непропитанные
092036|3|345|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Вырезка шпальная
092040|3|346|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Шпалы деревянные непропитанные новые
092055|3|347|44061000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Шпалы деревянные непропитанные старые
093005|3|348|44069000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Продукция шпалопиления (с пропиткой)
093013|3|349|44069000|кр, пв-44, пл-44 (до 05.11.04г. пл-58)|Брусья для стрелочных переводов пропитанные
093024|3|350|44069000|кр, пв-44, пл-44 (до 05.11.04г. пл.-58)|Брусья мостовые для железных дорог пропитанные
093039|3|351|44069000|кр, пв-44, пл-44 (до 05.11.04г. пл.-58)|Шпалы деревянные пропитанные новые
093043|3|352|44069000|кр, пв-44, пл-44 (до 05.11.04г. пл.-58)|Шпалы деревянные пропитанные старые
094008|3|353|99999900|38|Фанера и шпон
094012|3|354|44120000|38|Пластики древесные слоистые
094027|3|355|44122900|38|Плиты фанерные
094031|3|356|44130000|38|Трубы и муфты фанерные
094046|3|357|44122291|38|Фанера бакелизированная
094050|3|358|44122291|38|Фанера декоративная
094065|3|359|44122291|38|Фанера для музыкальных клавишных инструментов
094076|3|360|44121300|38|Фанера клееная
094084|3|361|44121900|38|Фанера,облицованная строганым шпоном
094099|3|362|44121900|38|Фанера,не поименованная в алфавите
094101|3|363|44089095|38|Шпон лущеный и строганый
101004|1|364|44010000|кр, пв-40, пл-33|Дрова
101019|1|365|44011000|кр, пв-40, пл-33|Дрова долготье
101023|1|366|44011000|кр, пв-40, пл-33|Дрова из всяких пород дерева,не поименованные в алфавите
101042|1|367|44011000|кр, пв-40, пл-33|Хворост
102007|1|368|44011000|кр, пв-40, пл-33|Древесина топливная для технологических нужд
102011|1|369|44011000|кр, пв-40, пл-33|Древесина топливная для гидролизного производства
102026|1|370|44011000|кр, пв-40, пл-33|Древесина топливная для технологических нужд,не поименованная в алфавите
103007|1|371|99999900|18|Древесина измельченная
103014|1|372|44050000|18|Мука древесная,не поименованная в алфавите
103029|1|373|44050000|18|Мука кноперсовая
103033|1|374|44050000|18|Мука хвойно-витаминная
103048|1|375|44012100|18|Опилки древесные
103052|1|376|44050000|18|Пресс-порошок древесный
103067|1|377|44012100|18|Стружки древесные всякие
103071|1|378|44012100|18|Щепа,кроме кровельной
111006|2|379|99999900|кр, пв-40, пл-33|Прочая продукция лесной промышленности
111010|2|380|14019000|кр, пв-40, пл-33|Береста
111025|2|381|44013090|кр, пв-40, пл-33|Брикеты из отходов древесины
111030|2|382|14041000|кр, пв-40, пл-33|Кора,не поименованная в алфавите
111044|2|383|14019000|кр, пв-40, пл-33|Кора липовая
111059|2|384|14041000|кр, пв-40, пл-33|Корье дубильное и красильное
111063|2|385|06049190|кр, пв-40, пл-33|Листья всех пород дерева
111078|2|386|14019000|кр, пв-40, пл-33|Лоза,ракитник (прутья ивовые)
111082|2|387|14019000|кр, пв-40, пл-33|Лыко
111097|2|388|14030000|кр, пв-40, пл-33|Метлы,кроме травяных и соломенных
111107|2|389|44050000|кр, пв-40, пл-33|Мука витаминная из древесной зелени
111114|2|390|06049900|кр, пв-40, пл-33|Наплывы,наросты всяких пород дерева,не поименованные в алфавите
111129|2|391|44013090|кр, пв-40, пл-33|Отходы древесные
111133|2|392|44013090|кр, пв-40, пл-33|Продукция лесной промышленности,не поименованная в алфавите
111148|2|393|06049190|кр, пв-40, пл-33|Трут древесный
111152|2|394|14049000|кр, пв-40, пл-33|Фашины
111167|2|395|06049190|кр, пв-40, пл-33|Шишки хвойные
112009|2|396|06029000|22|Саженцы деревьев и кустарников. Деревья срезанные
112013|2|397|06029049|22|Деревья,деревца и кусты всякие живые
112028|2|398|06049129|22|Елки срезанные
112032|2|399|06029049|22|Лавры (растения)
112047|2|400|06029049|22|Пальмы (растения)
112051|2|401|06029045|22|Саженцы всякие
121008|3|402|99999900|26|Дома,постройки деревянные,их детали и узлы
121012|3|403|44181000|26|Блоки дверные и оконные деревянные
121027|3|404|44185000|26|Гонт кровельный
121031|3|405|44182080|26|Двери деревянные
121046|3|406|94060010|26|Дома стандартные и нестандартные щитовые в разобранном виде
121050|3|407|44181090|26|Доски подоконные деревянные
121065|3|408|44092091|26|Доски шпунтованные для полов
121070|3|409|44185000|26|Дрань штукатурная
121084|3|410|44189000|26|Изделия и детали деревянные строительные,не поименованные в алфавите
121099|3|411|44091000|26|Карнизы деревянные
121101|3|412|44189000|26|Комплекты деталей для стандартных домов
121116|3|413|94060010|26|Конструкции строительные деревянные
121120|3|414|44091000|26|Наличники дверные и оконные деревянные
121135|3|415|94060010|26|Павильоны деревянные разобранные
121146|3|416|44183000|26|Паркет и паркетные изделия
121154|3|417|44181090|26|Переплеты (рамы) дверные и оконные деревянные
121169|3|418|44091000|26|Плинтусы деревянные
121173|3|419|44092091|26|Шашка для торцовых мостовых и полов
122000|3|420|44100000|42|Плиты древесностружечные и древесноволокнистые
122015|3|421|44119100|42|Плиты древесноволокнистые
122022|3|422|44109000|42|Плиты древесностружечные
122034|3|423|44103900|42|Плиты и плитки прессованные строительные из отходов древесины
123003|3|424|99999900|25|Тара деревянная новая
123018|3|425|44160000|25|Бочки и бочонки деревянные всякие,включая фанерные штампованные новые
123022|3|426|44160000|25|Изделия бондарные,не поименованные в алфавите
123037|3|427|44151010|25|Комплекты деталей ящиков деревянных
123041|3|428|44151010|25|Тара деревянная новая,не поименованная в алфавите
123056|3|429|46029000|25|Тара плетенная из шпоновых лучинок
123060|3|430|44151010|25|Ящики деревянные новые
124006|3|431|44151000|25|Тара деревянная возвратная
124010|3|432|44160000|25|Бочки и бочонки деревянные всякие,включая фанерные штампованные возвратные
124025|3|433|44151010|25|Комплекты тарные возвратные
124038|3|434|44151000|25|Тара деревянная возвратная,не поименованная в алфавите
124044|3|435|44151010|25|Ящики деревянные возвратные
125009|3|436|99999900|31|Изделия деревянные,кроме мебели,паркета и тары деревянной. Плиты асбодревесные
125013|3|437|44091011|31|Багеты
125028|3|438|44151090|31|Барабаны деревянные для электрических кабелей и проводов
125032|3|439|44151090|31|Барабаны деревянные,не поименованные в алфавите
125047|3|440|44151090|31|Бункера деревянные
125051|3|441|44219000|31|Верстаки
125066|3|442|44219000|31|Вышки и укрытия деревянные для буровых установок
125070|3|443|44170000|31|Грабли деревянные
125085|3|444|44189010|31|Детали для пола древесностружечные
125102|3|445|44190090|31|Изделия деревянные бытового назначения
125117|3|446|44219000|31|Изделия деревянные для комплектования птичников
125121|3|447|44219000|31|Изделия деревянные,не поименованные в алфавите
125136|3|448|45039000|31|Изделия пробковые,не поименованные в алфавите
125140|3|449|44219000|31|Изделия,узлы и детали столярно-мебельные разные
125155|3|450|44219000|31|Инструменты измерительные деревянные (рейки,метры,шаблоны)
125167|3|451|44219000|31|Клетки деревянные
125174|3|452|44189090|31|Конструкции деревянные клееные
125189|3|453|44151010|31|Корзины лучинные
125193|3|454|44151010|31|Короба деревянные
125206|3|455|44151010|31|Коробки деревянные
125210|3|456|44219000|31|Лестницы деревянные
125225|3|457|44170000|31|Лопаты деревянные
125233|3|458|44219000|31|Лучина (соломка) для спичек,спичечных коробок и штор
125244|3|459|44219000|31|Модели (формы) деревянные для отливок
125259|3|460|44189090|31|Наличники древесноволокнистые
125263|3|461|44219000|31|Ободья колесные деревянные
125278|3|462|44151010|31|Планки упаковочные деревянные
125282|3|463|44189090|31|Плинтусы древесно-волокнистые
125297|3|464|44219091|31|Плиты асбодревесные
125300|3|465|44152090|31|Поддоны деревянные
125314|3|466|44219000|31|Прищепки деревянные бельевые
125329|3|467|44219000|31|Прокладки железнодорожные деревянные
125333|3|468|44219000|31|Пяльцы деревянные
125348|3|469|44189000|31|Рейки деревянные,не поименованные в алфавите
125352|3|470|44140090|31|Рамы и рамки деревянные для зеркал и картин
125367|3|471|44189000|31|Рамы парниковые деревянные
125371|3|472|44219000|31|Решета деревянные
125386|3|473|44170000|31|Рукоятки деревянные
125390|3|474|44170000|31|Топорища деревянные
125403|3|475|44219000|31|Трапы (сходни) деревянные
125418|3|476|44219000|31|Трубы деревянные
125422|3|477|44219000|31|Ульи пчелиные и их части
125437|3|478|44219000|31|Футляры деревянные
125441|3|479|44170000|31|Челноки ткацкие деревянные
125456|3|480|44219000|31|Шторы из древесной лучины
125460|3|481|44189090|31|Щиты деревянные (в том числе снеговые)
126001|2|482|36050000|20|Спички
126016|2|483|36050000|20|Спички безопасные,кроме термоспичек
127004|3|484|99999900|13|Мебель,кроме металлической и плетеной
127019|3|485|94016100|13|Банкетки
127023|3|486|94036010|13|Буфеты-шкафы кухонные для посуды
127038|3|487|94036090|13|Вешалки
127042|3|488|94034000|13|Гарнитуры мебельные для кухни
127057|3|489|94036010|13|Гарнитуры мебельные для столовой
127061|3|490|94035000|13|Гарнитуры мебельные для спальни
127076|3|491|94036010|13|Гарнитуры мебельные,не поименованные в алфавите
127080|3|492|94039030|13|Детали (узлы) мебели деревянной
127095|3|493|94036010|13|Диваны-кровати
127108|3|494|94036010|13|Диваны
127112|3|495|94039090|13|Заготовки щитовые мебельные древесностружечные
127131|3|496|94036010|13|Комоды
127146|3|497|94016900|13|Кресла,не поименованные в алфавите
127150|3|498|94016100|13|Кресла-кровати
