[Code]|[ControlNumber]|[Name]|[OKPID]
59 2731|1|Линзы Френеля|30411
59 2732|7|Линзы сборные маячные|30412
59 2733|2|Линзы бакенов|30413
59 2734|8|Линзы для прожекторных мачтовых светофоров железнодорожного транспорта|30414
59 2735|3|Стекла для уличных и дорожных светофоров|30415
59 2736|9|Светофильтры сигнальные|30416
59 2737|4|Линзы "стоп" и линзы педалеотражателей|30417
59 2738|1|Линзочки стеклянные (кнопки) для телефонной и радиотехнической промышленности|30418
59 2739|5|Стекло сигнальное листовое|30419
59 2740|0|Рефракторы призматические для различных типов светильников уличного освещения /|30420
59 2741|6|- прессованные|30421
59 2742|1|- выдувные|30422
59 2750|5|Изделия из стекла для судовых сигнально-отличительных фонарей|30423
59 2751|0|Линзы|30424
59 2752|6|Светофильтры|30425
59 2753|1|Стекло для фонаря|30426
59 2760|2|Изделия из стекла для комплектации электроосветительной арматуры|30427
59 2761|5|Колпаки|30428
59 2762|0|Крышки к колпакам|30429
59 2763|6|Рассеиватели|30430
59 2764|1|Шары|30431
59 2765|7|Полушары-чаша|30432
59 2766|2|Люцетты|30433
59 2767|8|Абажуры к настольным лампам|30434
59 2768|3|Плафоны|30435
59 2770|4|Изделия из стекла для комплектации электроосветительной арматуры прочие|30436
59 2771|6|Затемнители|30437
